# Generated by cmd/dp-string-census (make string-census-update). Do not edit by hand.
# C player-facing segments no Go segment contains (port gaps).
# columns: segment	file:line	sink	function
) Keyword:	src/redit.c:444	buffered:sprintf	redit_disp_extradesc_menu
<NOT SET>	src/redit.c:455	buffered:strcat	redit_disp_extradesc_menu
Enter choice (0 to quit) :	src/redit.c:458	buffered:strcat	redit_disp_extradesc_menu
Pickproof	src/redit.c:474	buffered:strcpy	redit_disp_exit_menu
Is a door	src/redit.c:476	buffered:strcpy	redit_disp_exit_menu
) Description :-	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
) Door flags :	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
) Door name :	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
) Exit to :	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
) Purge exit.	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
Enter choice, 0 to quit :	src/redit.c:481	buffered:sprintf	redit_disp_exit_menu
) Closeable door	src/redit.c:506	buffered:sprintf	redit_disp_exit_flag_menu
) No door	src/redit.c:506	buffered:sprintf	redit_disp_exit_flag_menu
) Pickproof	src/redit.c:506	buffered:sprintf	redit_disp_exit_flag_menu
Enter choice :	src/redit.c:506	buffered:sprintf	redit_disp_exit_flag_menu
Enter room flags, 0 to quit :	src/redit.c:532	buffered:sprintf	redit_disp_flag_menu
Room flags:	src/redit.c:532	buffered:sprintf	redit_disp_flag_menu
Enter sector type :	src/redit.c:554	send_to_char	redit_disp_sector_menu
Current flags :	src/redit.c:575	buffered:sprintf	redit_disp_script_flags
Enter script flags (0 to quit) :	src/redit.c:575	buffered:sprintf	redit_disp_script_flags
Cannot assign a script until the room is saved at least once.	src/redit.c:587	send_to_char	redit_disp_script_menu
) Script Flags:	src/redit.c:600	buffered:sprintf	redit_disp_script_menu
Enter choice (0 to quit) :	src/redit.c:606	buffered:strcat	redit_disp_script_menu
) Copy another room description	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Description :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit down :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit east :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit north :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit south :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit up :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Exit west :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Extra descriptions menu	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Name :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Room flags :	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Script menu	src/redit.c:621	buffered:snprintf	redit_disp_menu
) Sector type :	src/redit.c:621	buffered:snprintf	redit_disp_menu
-- Room number : [	src/redit.c:621	buffered:snprintf	redit_disp_menu
Enter choice :	src/redit.c:621	buffered:snprintf	redit_disp_menu
] Room zone: [	src/redit.c:621	buffered:snprintf	redit_disp_menu
edits room	src/redit.c:685	buffered:sprintf	redit_parse
Room saved to memory.	src/redit.c:689	send_to_char	redit_parse
Invalid choice!	src/redit.c:697	send_to_char	redit_parse
Do you wish to save this room internally? :	src/redit.c:698	send_to_char	redit_parse
Do you wish to save this room internally? :	src/redit.c:709	send_to_char	redit_parse
Enter room name:-	src/redit.c:715	send_to_char	redit_parse
Enter room description:	src/redit.c:721	write_to_output	redit_parse
Enter virtual number of room to copy :	src/redit.c:773	send_to_char	redit_parse
Invalid choice!	src/redit.c:781	send_to_char	redit_parse
That's not a valid choice!	src/redit.c:802	send_to_char	redit_parse
Invalid choice!	src/redit.c:821	send_to_char	redit_parse
Exit to room number :	src/redit.c:834	send_to_char	redit_parse
Enter exit description:	src/redit.c:839	write_to_output	redit_parse
Enter keywords :	src/redit.c:849	send_to_char	redit_parse
Enter key number :	src/redit.c:853	send_to_char	redit_parse
Try again :	src/redit.c:869	send_to_char	redit_parse
That room does not exist, try again :	src/redit.c:879	send_to_char	redit_parse
That's not a valid choice!	src/redit.c:908	send_to_char	redit_parse
Enter keywords, separated by spaces :	src/redit.c:957	send_to_char	redit_parse
Enter extra description:	src/redit.c:962	write_to_output	redit_parse
That room does not exist, try again :	src/redit.c:999	send_to_char	redit_parse
Enter script name:	src/redit.c:1021	send_to_char	redit_parse
[Lua] Invalid room specified in lua_direction.	src/scripts.c:327	buffered:sprintf	lua_direction
killed by	src/scripts.c:1247	buffered:sprintf	lua_raw_kill
killed at	src/scripts.c:1250	buffered:sprintf	lua_raw_kill
: Execution failed.	src/scripts.c:1675	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1675	buffered:sprintf	open_lua_file
: No such file.	src/scripts.c:1678	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1678	buffered:sprintf	open_lua_file
: Syntax error.	src/scripts.c:1681	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1681	buffered:sprintf	open_lua_file
: Memory error.	src/scripts.c:1684	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1684	buffered:sprintf	open_lua_file
: Generic Error.	src/scripts.c:1687	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1687	buffered:sprintf	open_lua_file
: Unknown error	src/scripts.c:1690	buffered:sprintf	open_lua_file
[Lua] Could not call script	src/scripts.c:1690	buffered:sprintf	open_lua_file
/globals.lua	src/scripts.c:1710	buffered:sprintf	boot_lua
SYSERR: Attempting to call unassigned script for	src/scripts.c:1763	buffered:sprintf	run_script
SYSERR: Error opening lua script	src/scripts.c:1778	buffered:sprintf	run_script
[Lua] Script	src/scripts.c:1799	buffered:sprintf	run_script
being called with an error, function '	src/scripts.c:1799	buffered:sprintf	run_script
## VNUM Product	src/sedit.c:565	send_to_char	sedit_products_menu
) Add a new product.	src/sedit.c:575	buffered:sprintf	sedit_products_menu
) Delete a product.	src/sedit.c:575	buffered:sprintf	sedit_products_menu
Enter choice :	src/sedit.c:575	buffered:sprintf	sedit_products_menu
) Add a new room.	src/sedit.c:605	buffered:sprintf	sedit_compact_rooms_menu
) Delete a room.	src/sedit.c:605	buffered:sprintf	sedit_compact_rooms_menu
) Long display.	src/sedit.c:605	buffered:sprintf	sedit_compact_rooms_menu
Enter choice :	src/sedit.c:605	buffered:sprintf	sedit_compact_rooms_menu
## VNUM Room	src/sedit.c:626	send_to_char	sedit_rooms_menu
) Add a new room.	src/sedit.c:635	buffered:sprintf	sedit_rooms_menu
) Compact Display.	src/sedit.c:635	buffered:sprintf	sedit_rooms_menu
) Delete a room.	src/sedit.c:635	buffered:sprintf	sedit_rooms_menu
Enter choice :	src/sedit.c:635	buffered:sprintf	sedit_rooms_menu
## Type Namelist	src/sedit.c:656	send_to_char	sedit_namelist_menu
) Add a new entry.	src/sedit.c:665	buffered:sprintf	sedit_namelist_menu
) Delete an entry.	src/sedit.c:665	buffered:sprintf	sedit_namelist_menu
Enter choice :	src/sedit.c:665	buffered:sprintf	sedit_namelist_menu
Current Shop Flags :	src/sedit.c:693	buffered:sprintf	sedit_shop_flags_menu
Enter choice :	src/sedit.c:693	buffered:sprintf	sedit_shop_flags_menu
Currently won't trade with:	src/sedit.c:719	buffered:sprintf	sedit_no_trade_menu
Enter choice :	src/sedit.c:719	buffered:sprintf	sedit_no_trade_menu
Enter choice :	src/sedit.c:747	buffered:sprintf	sedit_types_menu
) Accept Types Menu	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Buy rate :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Buy sucess :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Close 1 :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Close 2 :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Keeper : [	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Keeper no buy :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Keeper no cash :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Keeper no item :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) No Trade With :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Open 1 :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Open 2 :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Player no cash :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Player no item :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Products Menu	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Rooms Menu	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Sell rate :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Sell sucess :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
) Shop flags :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
-- Shop Number : [	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
Enter Choice :	src/sedit.c:765	buffered:snprintf	sedit_disp_menu
Field must be numerical, try again :	src/sedit.c:822	send_to_char	sedit_parse
Saving shop to memory.	src/sedit.c:834	send_to_char	sedit_parse
edits shop	src/sedit.c:836	buffered:sprintf	sedit_parse
Invalid choice!	src/sedit.c:846	send_to_char	sedit_parse
Do you wish to save the shop? :	src/sedit.c:847	send_to_char	sedit_parse
Do you wish to save the changes to the shop? (y/n) :	src/sedit.c:859	send_to_char	sedit_parse
Enter virtual number of shop keeper :	src/sedit.c:866	send_to_char	sedit_parse
Enter new value :	src/sedit.c:950	send_to_char	sedit_parse
Enter new text :	src/sedit.c:954	send_to_char	sedit_parse
Delete which entry? :	src/sedit.c:967	send_to_char	sedit_parse
Enter new product virtual number :	src/sedit.c:980	send_to_char	sedit_parse
Delete which product? :	src/sedit.c:985	send_to_char	sedit_parse
Enter new room virtual number,	src/sedit.c:998	send_to_char	sedit_parse
or 1 to make the keeper sell anywhere :	src/sedit.c:999	send_to_char	sedit_parse
Delete which room? :	src/sedit.c:1013	send_to_char	sedit_parse
That mobile does not exist, try again :	src/sedit.c:1064	send_to_char	sedit_parse
Enter namelist (return for none) :-	src/sedit.c:1095	send_to_char	sedit_parse
That object does not exist, try again :	src/sedit.c:1107	send_to_char	sedit_parse
That room does not exist, try again :	src/sedit.c:1124	send_to_char	sedit_parse
A negative amount? Try selling me something.	src/shop.c:487	buffered:sprintf	shopping_buy
I only have	src/shop.c:560	buffered:sprintf	shopping_buy
to sell you.	src/shop.c:560	buffered:sprintf	shopping_buy
You can only afford	src/shop.c:562	buffered:sprintf	shopping_buy
You can only hold	src/shop.c:564	buffered:sprintf	shopping_buy
You can only carry	src/shop.c:566	buffered:sprintf	shopping_buy
Something screwy only gave you	src/shop.c:568	buffered:sprintf	shopping_buy
You now have	src/shop.c:581	buffered:sprintf	shopping_buy
Illegal return value of	src/shop.c:622	buffered:sprintf	get_selling_obj
from trade_with() (shop.c)	src/shop.c:622	buffered:sprintf	get_selling_obj
An error has occurred.	src/shop.c:625	buffered:sprintf	get_selling_obj
A negative amount? Try buying something.	src/shop.c:746	buffered:sprintf	shopping_sell
You only have	src/shop.c:784	buffered:sprintf	shopping_sell
of those.	src/shop.c:784	buffered:sprintf	shopping_sell
I can only afford to buy	src/shop.c:787	buffered:sprintf	shopping_sell
of those.	src/shop.c:787	buffered:sprintf	shopping_sell
Something really screwy made me buy	src/shop.c:790	buffered:sprintf	shopping_sell
The shopkeeper now has	src/shop.c:802	buffered:sprintf	shopping_sell
What do you want me to valuate??	src/shop.c:828	buffered:sprintf	shopping_value
I'll give you	src/shop.c:836	buffered:sprintf	shopping_value
gold coins for that!	src/shop.c:836	buffered:sprintf	shopping_value
Unlimited	src/shop.c:853	buffered:strcpy	list_object
(partially used)	src/shop.c:868	buffered:strcat	list_object
## Available Item Cost	src/shop.c:892	buffered:strcpy	shopping_list
shouts '	src/shop.c:975	buffered:sprintf	shop_keeper
Raise MAX_SHOP_OBJ constant in shop.h to	src/shop.c:1057	buffered:sprintf	end_read_list
beginning of shop file	src/shop.c:1152	buffered:sprintf	boot_the_shops
in shop file	src/shop.c:1160	buffered:sprintf	boot_the_shops
## Virtual Where Keeper Buy Sell Customers	src/shop.c:1276	buffered:strcat	list_all_shops
], Rnum: [	src/shop.c:1318	buffered:sprintf	list_detailed_shop
<UNKNOWN> (#	src/shop.c:1330	buffered:sprintf	list_detailed_shop
Rooms: None!	src/shop.c:1334	send_to_char	list_detailed_shop
Shopkeeper:	src/shop.c:1341	buffered:strcpy	list_detailed_shop
), Special Function:	src/shop.c:1343	buffered:sprintf	list_detailed_shop
Customers:	src/shop.c:1358	buffered:sprintf	list_detailed_shop
Produces:	src/shop.c:1361	buffered:strcpy	list_detailed_shop
Produces: Nothing!	src/shop.c:1372	send_to_char	list_detailed_shop
Buys: Nothing!	src/shop.c:1393	send_to_char	list_detailed_shop
Buy at: [	src/shop.c:1400	buffered:sprintf	list_detailed_shop
], Open: [	src/shop.c:1400	buffered:sprintf	list_detailed_shop
], Sell at: [	src/shop.c:1400	buffered:sprintf	list_detailed_shop
This isn't a shop!	src/shop.c:1429	send_to_char	show_shops
Illegal shop number.	src/shop.c:1440	send_to_char	show_shops
SYSERR: Attempt to assign spec to non-existant mob #	src/spec_assign.c:51	buffered:sprintf	ASSIGNMOB
SYSERR: Attempt to assign spec to non-existant obj #	src/spec_assign.c:62	buffered:sprintf	ASSIGNOBJ
SYSERR: Attempt to assign spec to non-existant rm. #	src/spec_assign.c:73	buffered:sprintf	ASSIGNROOM
(not learned)	src/spec_procs.c:113	buffered:strcpy	how_good
(average)	src/spec_procs.c:121	buffered:strcpy	how_good
(very good)	src/spec_procs.c:127	buffered:strcpy	how_good
(superb)	src/spec_procs.c:129	buffered:strcpy	how_good
(MASTER)	src/spec_procs.c:131	buffered:strcpy	how_good
You have no practice sessions remaining.	src/spec_procs.c:166	buffered:strcpy	list_skills
You have	src/spec_procs.c:168	buffered:sprintf	list_skills
practice session	src/spec_procs.c:168	buffered:sprintf	list_skills
remaining.	src/spec_procs.c:168	buffered:sprintf	list_skills
You know of the following	src/spec_procs.c:171	buffered:sprintf	list_skills
**OVERFLOW**	src/spec_procs.c:180	buffered:strcat	list_skills
vanishes in a puff of smoke!	src/spec_procs.c:264	act	dump
vanishes in a puff of smoke!	src/spec_procs.c:275	act	dump
has been awarded by the gods!	src/spec_procs.c:284	act	dump
bites you!	src/spec_procs.c:341	act	snake
wonders where she left that darn wand.	src/spec_procs.c:672	act	puff
does female stuff.	src/spec_procs.c:686	act	puff
contemplates the meaning of life.	src/spec_procs.c:691	act	puff
rocks out to some funky beats.	src/spec_procs.c:702	act	puff
awakens and groans loudly.	src/spec_procs.c:867	act	mayor
lies down and instantly falls asleep.	src/spec_procs.c:872	act	mayor
says 'Hello Honey!'	src/spec_procs.c:876	act	mayor
says 'What a view! I must get something done about that dump!'	src/spec_procs.c:881	act	mayor
says 'Vandals! Youngsters nowadays have no respect for anything!'	src/spec_procs.c:886	act	mayor
says 'Good day, citizens!'	src/spec_procs.c:892	act	mayor
says 'I hereby declare the bazaar open!'	src/spec_procs.c:896	act	mayor
says 'I hereby declare Bourbon closed!'	src/spec_procs.c:901	act	mayor
's hand coming out of your coin purse.	src/spec_procs.c:1113	buffered:sprintf	mini_thief
You catch	src/spec_procs.c:1113	buffered:sprintf	mini_thief
's hand leaving thier coin purse a little lighter.	src/spec_procs.c:1115	buffered:sprintf	mini_thief
's hand going into your coin purse.	src/spec_procs.c:1123	buffered:sprintf	mini_thief
You catch	src/spec_procs.c:1123	buffered:sprintf	mini_thief
's hand entering thier coin purse.	src/spec_procs.c:1125	buffered:sprintf	mini_thief
screams, 'Protect the kingdom!'	src/spec_procs.c:1159	act	black_undead_knight
says, 'You dirty rotten scoundrel. I'm gonna make you very sorry.'	src/spec_procs.c:1167	act	black_undead_knight
says, 'I know what your thinking...'	src/spec_procs.c:1172	act	black_undead_knight
says, 'Did he fire five shots, or did he fire six.'	src/spec_procs.c:1174	act	black_undead_knight
says, 'Well let me ask you...'	src/spec_procs.c:1176	act	black_undead_knight
asks, 'Do you feel lucky PUNK? Well... DO YOU?'	src/spec_procs.c:1178	act	black_undead_knight
claims, 'I am the greatest!'	src/spec_procs.c:1182	act	black_undead_knight
sees the knight dressed in red and gives a battle cry!	src/spec_procs.c:1197	act	black_undead_knight
screams, 'Protect the homeland!'	src/spec_procs.c:1220	act	red_undead_knight
says, 'Don't ever argue with the big dog,'	src/spec_procs.c:1229	act	red_undead_knight
says, 'cause the big dog is always right.'	src/spec_procs.c:1231	act	red_undead_knight
says, 'There's more that one way to skin a cat:'	src/spec_procs.c:1235	act	red_undead_knight
continues: 'Way number 15 -- Krazy Glue and a toothbrush.'	src/spec_procs.c:1237	act	red_undead_knight
says, 'A friend with weed is a friend indeed.'	src/spec_procs.c:1241	act	red_undead_knight
sees the knight dressed in black and gives a battle cry!	src/spec_procs.c:1256	act	red_undead_knight
asks, 'Do you believe in fate?'	src/spec_procs.c:1289	act	mickey
says, 'You're not centered.'	src/spec_procs.c:1293	act	mickey
states, 'It's not nice to point.'	src/spec_procs.c:1302	act	mickey
, I'm gonna kill you.'	src/spec_procs.c:1336	act	mickey
asks, 'And you wanna know why?'	src/spec_procs.c:1345	act	mickey
says, 'I'll tell you later,	src/spec_procs.c:1353	act	mickey
walks out the door and vanishes.	src/spec_procs.c:1355	act	mickey
, I'm a natural born killer.'.	src/spec_procs.c:1361	act	mickey
says, 'Shit	src/spec_procs.c:1361	act	mickey
asks, 'How do you like me now?'	src/spec_procs.c:1390	act	mallory
says, 'That was the worst head I've ever got.'	src/spec_procs.c:1394	act	mallory
asks, 'How sexy am i now, fucker?'	src/spec_procs.c:1398	act	mallory
asks, 'How sexy am i NOW?'	src/spec_procs.c:1400	act	mallory
giggles madly.	src/spec_procs.c:1405	act	mallory
asks, 'Why are you so stupid?'	src/spec_procs.c:1647	act	conductor
shouts 'Get off my train you trash!'	src/spec_procs.c:1651	act	conductor
shouts 'Security! Help me with this piece of garbage!'	src/spec_procs.c:1655	act	conductor
asks, 'Why wouldn't you just give me your ticket?'	src/spec_procs.c:1660	act	conductor
, do you have your ticket?'	src/spec_procs.c:1700	act	conductor
asks, 'Pardon me	src/spec_procs.c:1700	act	conductor
asks, 'I said, do you have your ticket?'	src/spec_procs.c:1709	act	conductor
, I'll let ya off this time, but don't do it again'.	src/spec_procs.c:1717	act	conductor
says, 'Ok	src/spec_procs.c:1717	act	conductor
walks out the door and vanishes.	src/spec_procs.c:1720	act	conductor
says, 'Well then...'.	src/spec_procs.c:1727	act	conductor
screams, 'GET THE HELL OFF MY TRAIN!!!'	src/spec_procs.c:1728	act	conductor
A small sign on a chain around the neck says 'My name is	src/spec_procs.c:1888	buffered:sprintf	pet_shops
as a pet.	src/spec_procs.c:1902	act	pet_shops
enters the circle which suddenly starts glowing brightly, obscuring your view of	src/spec_procs.c:1947	act	enter_circle
The portal begins to rise, lifted by the air elemental summoned by	src/spec_procs.c:2002	act	elevator
Your skin blackens as fire burns you alive...	src/spec_procs.c:2035	send_to_char	elemental_room
Your skin is pummeled by the forces of earth, breaking your bones...	src/spec_procs.c:2038	send_to_char	elemental_room
Your flesh is peeled from your bones as the forcesof air pummel you...	src/spec_procs.c:2041	send_to_char	elemental_room
You struggle for air as your lungs fill with water...	src/spec_procs.c:2044	send_to_char	elemental_room
The forces of nature slowly rip you apart...	src/spec_procs.c:2047	send_to_char	elemental_room
The forces of nature slowly rip	src/spec_procs.c:2054	act	elemental_room
to shreds.	src/spec_procs.c:2054	act	elemental_room
You ignore the elements that barrage you.	src/spec_procs.c:2061	send_to_char	elemental_room
Welcome back	src/spec_procs.c:2089	send_to_char	pray_for_items
Welcome back	src/spec_procs.c:2097	send_to_char	pray_for_items
Welcome back	src/spec_procs.c:2106	send_to_char	pray_for_items
Welcome back	src/spec_procs.c:2114	send_to_char	pray_for_items
Welcome back	src/spec_procs.c:2125	send_to_char	pray_for_items
item_for_	src/spec_procs.c:2135	buffered:strcpy	pray_for_items
kneels and at the altar and chants a prayer to Odin.	src/spec_procs.c:2146	act	pray_for_items
, who panics in fear!	src/spec_procs.c:2191	act	fearface
before you.	src/spec_procs.c:2216	buffered:strcpy	start_room
struck nearby. A keen wailing fills the air, and an ethereal image appears	src/spec_procs.c:2216	buffered:strcpy	start_room
, now is not your time to die,' speaks the figure.	src/spec_procs.c:2219	buffered:sprintf	start_room
'Prove your worth and I may well grant you eternal life.'	src/spec_procs.c:2222	buffered:strcat	start_room
'Trust no one, for all here are but dark pawns above which you must	src/spec_procs.c:2225	buffered:strcat	start_room
struggle to prove yourself. All here strive to be a king... at any cost.'	src/spec_procs.c:2225	buffered:strcat	start_room
The figure glows a moment, then disappears, but his voice remains.	src/spec_procs.c:2229	buffered:strcat	start_room
'Your life begins now...' it says, then fades -- just as the world around	src/spec_procs.c:2232	buffered:strcat	start_room
you does the same.	src/spec_procs.c:2232	buffered:strcat	start_room
rises from the dead and keeps fighting!	src/spec_procs2.c:231	act	ninelives
Starved and needing food to make more pillows, the mimic attacks!	src/spec_procs2.c:302	act	couch
Starved and needing food to make more pillows, the mimic attacks you!	src/spec_procs2.c:304	send_to_char	couch
Buy what, fine adventurer?	src/spec_procs2.c:327	buffered:sprintf	stableboy
That'll be 300 coins, treat'er well	src/spec_procs2.c:362	buffered:sprintf	stableboy
Sorry we are all out of mounts at the moment, try again later.	src/spec_procs2.c:367	buffered:sprintf	stableboy
Mount not loaded in stable.	src/spec_procs2.c:370	buffered:sprintf	stableboy
How do you expect to stable a mount, you don't have a mount!	src/spec_procs2.c:382	buffered:sprintf	stableboy
How do you expect to stable a mount, you don't have a mount!	src/spec_procs2.c:396	buffered:sprintf	stableboy
I will take good care of 'em, for	src/spec_procs2.c:407	buffered:sprintf	stableboy
coins a day.	src/spec_procs2.c:407	buffered:sprintf	stableboy
Hey now, you need to have stabled a mount to pick one up.	src/spec_procs2.c:413	buffered:sprintf	stableboy
Hey man, you can't afford the	src/spec_procs2.c:426	buffered:sprintf	stableboy
gold you need to get your mount outa' hock.	src/spec_procs2.c:426	buffered:sprintf	stableboy
Here ya go pal, all patted down and ready to go... cost ya	src/spec_procs2.c:447	buffered:sprintf	stableboy
to keep 'em here.	src/spec_procs2.c:447	buffered:sprintf	stableboy
Sorry, we are unable to gather your mount, try back later.	src/spec_procs2.c:452	buffered:sprintf	stableboy
Mount not loaded in stable	src/spec_procs2.c:455	buffered:sprintf	stableboy
kender stole	src/spec_procs2.c:632	buffered:sprintf	kender_steal
Type REMORT to remort!	src/spec_procs2.c:695	buffered:sprintf	remorter
Immortals cannot remort!	src/spec_procs2.c:713	buffered:sprintf	remorter
gold to work my magicks.	src/spec_procs2.c:720	buffered:sprintf	remorter
Enjoy your new life...	src/spec_procs2.c:835	buffered:sprintf	remorter
is in the assassin store room.	src/spec_procs2.c:879	buffered:sprintf	assassin
Your magickal center is already tattooed. Get a new arm or get rid of that tattoo then come back.	src/spec_procs2.c:975	buffered:sprintf	tattoo1
You look a little short on the price there, kid.	src/spec_procs2.c:998	buffered:sprintf	tattoo1
Your magickal center is already tattooed. Your tattoo... is enough magick for such as yourself.	src/spec_procs2.c:1052	buffered:sprintf	tattoo2
Without more coins, I can give no wisdom.	src/spec_procs2.c:1062	buffered:sprintf	tattoo2
Your mathickal thenter is awready tattooed. Your tattoo... ith enough mathick for such as yoursewf.	src/spec_procs2.c:1117	buffered:sprintf	tattoo3
Don't give me that crap.	src/spec_procs2.c:1158	buffered:sprintf	eviltrade
Get lost, goody-goody.	src/spec_procs2.c:1164	buffered:sprintf	eviltrade
eneeswseswseswseswsesw	src/spec_procs2.c:1171	buffered:sprintf	eviltrade
Just read the sign!	src/spec_procs2.c:1201	buffered:sprintf	identifier
Value what?	src/spec_procs2.c:1211	buffered:sprintf	identifier
I'll identify that fully for about	src/spec_procs2.c:1222	buffered:sprintf	identifier
That's a fine item, but I'll need	src/spec_procs2.c:1242	buffered:sprintf	identifier
coins from you to id it.. and you're a little short..	src/spec_procs2.c:1242	buffered:sprintf	identifier
Keep it until you get the gold.	src/spec_procs2.c:1246	buffered:sprintf	identifier
Get outta here, punk, you already have one.	src/spec_procs2.c:1321	buffered:sprintf	tattoo4
Don't give me that crap.	src/spec_procs2.c:1358	buffered:sprintf	evillead
Get lost, goody-goody.	src/spec_procs2.c:1364	buffered:sprintf	evillead
through a hidden trapdoor and returns a moment later, alone.	src/spec_procs2.c:1370	act	evillead
in a puff of smoke!	src/spec_procs2.c:1372	send_to_char	evillead
life. As you near a narrow, well lit passage, Swiss turns around and vanishes	src/spec_procs2.c:1372	send_to_char	evillead
turns, winding through the various tunnels as if he's been doing it all his	src/spec_procs2.c:1372	send_to_char	evillead
exclaims, 'Don't let the bad man hurt me, mommy!	src/spec_procs2.c:1398	act	little_boy
exclaims, 'Dirty Orange Scum!'	src/spec_procs2.c:1417	act	ira
The guard says, 'Time's up, scum!'	src/spec_procs2.c:1482	act	jail
The guard says, 'Time's up, scum!'	src/spec_procs2.c:1483	act	jail
gets thrown out of the cell!	src/spec_procs2.c:1484	act	jail
killed by Medusa special at	src/spec_procs2.c:1571	buffered:sprintf	medusa
all.black	src/spec_procs2.c:1633	buffered:sprintf	eq_thief
Your movements wake up	src/spec_procs2.c:1763	act	bat_room
swoops down, narrowly missing your face.	src/spec_procs2.c:1780	act	bat
lets out a shrill, piercing scream.	src/spec_procs2.c:1785	act	bat
Circling around your head,	src/spec_procs2.c:1790	act	bat
lets out a high-pitched shriek.	src/spec_procs2.c:1790	act	bat
up with it's flapping!	src/spec_procs2.c:1812	act	bat
Sorry, I only serve the house owner.	src/spec_procs2.c:1888	buffered:sprintf	key_seller
I only sell keys, currently.	src/spec_procs2.c:1899	buffered:sprintf	key_seller
snaps to attention as you pass.	src/spec_procs2.c:1951	act	castle_guard_east
yells, 'Stay outta there!'	src/spec_procs2.c:1954	act	castle_guard_east
says 'I cannot let you pass.'	src/spec_procs2.c:2068	act	no_move_north
BUY CITIZENSHIP, if you're interested.	src/spec_procs3.c:114	buffered:sprintf	clerk
Citizenship costs 2,000 coins.	src/spec_procs3.c:120	buffered:sprintf	clerk
You cannot afford it!	src/spec_procs3.c:125	buffered:sprintf	clerk
You are already a citizen here!	src/spec_procs3.c:130	buffered:sprintf	clerk
You are now a citizen of	src/spec_procs3.c:136	buffered:sprintf	clerk
BUY CON, if you really want to do it.	src/spec_procs3.c:261	buffered:sprintf	con_seller
You seem perfectly healthy!	src/spec_procs3.c:271	buffered:sprintf	con_seller
You can buy up to	src/spec_procs3.c:275	buffered:sprintf	con_seller
per point.	src/spec_procs3.c:275	buffered:sprintf	con_seller
You seem perfectly healthy!	src/spec_procs3.c:294	buffered:sprintf	con_seller
That'll be	src/spec_procs3.c:299	buffered:sprintf	con_seller
coins, you should feel much better.. if you wake up.	src/spec_procs3.c:299	buffered:sprintf	con_seller
and mutters some arcane words.	src/spec_procs3.c:303	act	con_seller
stares at	src/spec_procs3.c:303	act	con_seller
falls, stunned.	src/spec_procs3.c:305	act	con_seller
's wounds glow brightly for a moment, then disappear!	src/spec_procs3.c:355	act	troll
's wounds glow brightly for a moment, then disappear!	src/spec_procs3.c:362	act	troll
? This is not a shawade. Try it again. This time with fewing.	src/spec_procs3.c:380	buffered:sprintf	quan_lo
What was that,	src/spec_procs3.c:380	buffered:sprintf	quan_lo
? Tell me and be gone.'	src/spec_procs3.c:390	buffered:sprintf	quan_lo
says, 'What is it you seek,	src/spec_procs3.c:390	buffered:sprintf	quan_lo
The room starts to move!	src/spec_procs3.c:418	send_to_char	alien_elevator
falls to the ground, screaming in agony!	src/spec_procs3.c:497	act	field_object
, consuming the undead!	src/spec_procs3.c:555	act	turn_undead
