from_vnum,to_vnum,direction,door_state,key,keywords
13110,13108,north,0,0,
13110,13112,east,0,0,
13111,13109,north,0,0,
13111,13112,west,0,0,
13112,13111,east,0,0,
13112,13113,south,0,0,
13112,13110,west,0,0,
13113,13112,north,0,0,
13113,13115,east,0,0,
13113,13114,west,0,0,
13114,13113,east,0,0,
13114,13116,west,0,0,
13115,13117,east,0,0,
13115,13113,west,0,0,
13116,13118,north,0,0,
13116,13114,east,0,0,
13117,13119,north,0,0,
13117,13115,west,0,0,
13118,13120,north,0,0,
13118,13116,south,0,0,
13119,13121,north,0,0,
13119,13117,south,0,0,
13120,13122,north,0,0,
13120,13118,south,0,0,
13121,13123,north,0,0,
13121,13119,south,0,0,
13122,13124,north,0,0,
13122,13120,south,0,0,
13123,13125,north,0,0,
13123,13121,south,0,0,
13124,13126,north,0,0,
13124,13122,south,0,0,
13125,13127,north,0,0,
13125,13123,south,0,0,
13126,13128,east,0,0,
13126,13124,south,0,0,
13127,13125,south,0,0,
13127,13129,west,0,0,
13128,13130,east,0,0,
13128,13126,west,0,0,
13129,13127,east,0,0,
13129,13130,west,0,0,
13130,13131,north,0,0,
13130,13129,east,0,0,
13130,13128,west,0,0,
13131,13132,north,0,0,
13131,13130,south,0,0,
13132,13133,north,2,0,drawbridge
13132,13131,south,0,0,
13133,13134,north,0,0,
13133,13132,south,0,0,
13134,13135,north,0,0,
13134,13133,south,0,0,
13135,13138,north,0,0,
13135,13137,east,0,0,
13135,13134,south,0,0,
13135,13156,down,1,0,grate
13136,13152,down,0,0,
13137,13135,west,0,0,
13138,13139,east,0,0,
13138,13135,south,0,0,
13138,13140,west,0,0,
13139,13141,east,0,0,
13139,13138,west,0,0,
13140,13138,east,0,0,
13141,13143,north,0,0,
13141,13139,west,0,0,
13142,13101,down,0,0,
13143,13141,south,0,0,
13143,13145,west,0,0,
13144,13146,up,0,0,
13144,13105,down,1,0,trapdoor
13145,13143,east,0,0,
13145,13147,west,0,0,
13146,13148,up,0,0,
13146,13144,down,0,0,
13147,13149,north,0,0,
13147,13145,east,0,0,
13148,13150,up,0,0,
13148,13146,down,0,0,
13149,13151,north,0,0,
13149,13147,south,0,0,
13150,13152,up,0,0,
13150,13148,down,0,0,
13151,13197,north,0,0,
13151,13153,east,0,0,
13151,13149,south,0,0,
13151,13197,west,0,0,
13152,13136,up,0,0,
13152,13150,down,0,0,
13153,13155,north,0,0,
13153,13197,east,0,0,
13153,13197,south,0,0,
13153,13197,west,0,0,
13154,13102,up,1,0,door trap trapdoor
13155,13197,north,0,0,
13155,13157,east,0,0,
13155,13197,south,0,0,
13155,13197,west,0,0,
13156,13135,up,1,0,grate
13156,13158,down,0,0,
13157,13197,north,0,0,
13157,13159,east,0,0,
13157,13197,south,0,0,
13157,13197,west,0,0,
13158,13156,up,0,0,
13158,13160,down,0,0,
13159,13197,north,0,0,
13159,13197,east,0,0,
13159,13161,south,0,0,
13159,13197,west,0,0,
13160,13162,north,0,0,
13160,13164,east,0,0,
13160,13166,south,0,0,
13160,13170,west,0,0,
13160,13158,up,0,0,
13161,13197,north,0,0,
13161,13197,east,0,0,
13161,13197,south,0,0,
13161,13163,west,0,0,
13162,13172,north,0,0,
13162,13160,south,0,0,
13163,13197,north,0,0,
13163,13197,east,0,0,
13163,13165,south,0,0,
13163,13197,west,0,0,
13164,13174,east,0,0,
13164,13160,west,0,0,
13165,13197,north,0,0,
13165,13167,east,0,0,
13165,13197,south,0,0,
13165,13197,west,0,0,
13166,13160,north,0,0,
13166,13176,south,0,0,
13167,13197,north,0,0,
13167,13197,east,0,0,
13167,13169,south,0,0,
13167,13197,west,0,0,
13169,13197,north,0,0,
13169,13197,east,0,0,
13169,13197,south,0,0,
13169,13171,west,0,0,
13170,13160,east,0,0,
13170,13180,west,0,0,
13171,13197,north,0,0,
13171,13197,east,0,0,
13171,13173,south,0,0,
13171,13197,west,0,0,
13172,13162,south,0,0,
13173,13197,north,0,0,
13173,13175,east,0,0,
13173,13197,south,0,0,
13173,13197,west,0,0,
13174,13164,west,0,0,
13174,13182,down,0,0,
13175,13197,north,0,0,
13175,13197,east,0,0,
13175,13177,south,0,0,
13175,13197,west,0,0,
13176,13166,north,0,0,
13177,13197,north,0,0,
13177,13197,east,0,0,
13177,13197,south,0,0,
13177,13179,west,0,0,
13179,13197,north,0,0,
13179,13197,east,0,0,
13179,13181,south,0,0,
13179,13197,west,0,0,
13180,13170,east,0,0,
13181,13197,north,0,0,
13181,13183,east,0,0,
13181,13197,south,0,0,
13181,13197,west,0,0,
13182,13174,up,0,0,
13182,13184,down,0,0,
13183,13197,north,0,0,
13183,13197,east,0,0,
13183,13185,south,0,0,
13183,13197,west,0,0,
13184,13186,west,0,0,
13184,13182,up,0,0,
13185,13197,north,0,0,
13185,13197,east,0,0,
13185,13197,south,0,0,
13185,13187,west,0,0,
13186,13184,east,0,0,
13186,13188,south,0,0,
13187,13197,north,0,0,
13187,13197,east,0,0,
13187,13189,south,0,0,
13187,13197,west,0,0,
13188,13186,north,0,0,
13188,13190,east,0,0,
13189,13197,north,0,0,
13189,13191,east,0,0,
13189,13197,south,0,0,
13189,13197,west,0,0,
13190,13192,south,0,0,
13190,13188,west,0,0,
13191,13197,north,0,0,
13191,13197,east,0,0,
13191,13193,south,0,0,
13191,13197,west,0,0,
13192,13190,north,0,0,
13192,13194,down,0,0,
13193,13197,north,0,0,
13193,13197,east,0,0,
13193,13197,south,0,0,
13193,13195,west,2,13110,door secret back
13194,13192,up,0,0,
13194,13196,down,0,0,
13195,13193,east,2,13111,door secret back
13196,13194,up,0,0,
13196,13198,down,0,0,
13197,13197,north,0,0,
13197,13197,east,0,0,
13197,13151,south,0,0,
13197,13197,west,0,0,
13198,13196,up,0,0,
16500,16502,east,0,0,
16500,19598,west,0,0,
16501,19598,east,0,0,
16501,16509,west,0,0,
16502,16503,south,0,0,
16502,16500,west,0,0,
16503,16502,north,0,0,
16503,16504,south,0,0,
16504,16503,north,0,0,
16504,16505,south,0,0,
16505,16504,north,0,0,
16505,16506,south,0,0,
16506,16505,north,0,0,
16506,16507,west,0,0,
16507,16506,east,0,0,
16507,16508,west,0,0,
16508,16515,north,0,0,
16508,16507,east,0,0,
16508,16514,west,0,0,
16509,16501,east,0,0,
16509,16510,south,0,0,
16510,16509,north,0,0,
16510,16511,south,0,0,
16511,16510,north,0,0,
16511,16512,south,0,0,
16512,16511,north,0,0,
16512,16513,south,0,0,
16513,16512,north,0,0,
16513,16514,east,0,0,
16514,16508,east,0,0,
16514,16513,west,0,0,
16515,16518,north,0,0,
16515,16508,south,0,0,
16516,16518,north,0,0,
16516,16515,south,0,0,
16517,19598,north,0,0,
16517,16518,south,0,0,
16518,16517,north,0,0,
16518,16519,east,0,0,
16518,16515,south,0,0,
16518,16520,west,0,0,
16519,16518,west,0,0,
16520,16518,east,0,0,
16598,19591,north,0,0,
16599,19593,north,0,0,
19401,5294,north,0,0,
19401,19402,up,0,0,
19402,19403,up,0,0,
19402,19401,down,0,0,
19403,19404,up,0,0,
19403,19402,down,0,0,
19404,19405,east,0,0,
19404,19429,up,0,0,
19404,19403,down,0,0,
19405,19406,east,0,0,
19405,19404,west,0,0,
19406,19407,east,0,0,
19406,19405,west,0,0,
19407,19408,east,0,0,
19407,19406,west,0,0,
19408,19407,west,0,0,
19408,19409,up,0,0,
19409,19410,up,0,0,
19409,19408,down,0,0,
19410,19411,north,0,0,
19410,19409,down,0,0,
19411,19412,north,1,0,gate gates
19411,19410,south,0,0,
19412,19416,north,0,0,
19412,19414,east,0,0,
19412,19411,south,1,0,gate gates
19412,19413,west,0,0,
19413,19417,north,0,0,
19413,19412,east,0,0,
19414,19415,north,0,0,
19414,19412,west,0,0,
19415,19418,north,0,0,
19415,19414,south,0,0,
19415,19416,west,0,0,
19416,19419,north,0,0,
19416,19415,east,0,0,
19416,19412,south,0,0,
19416,19417,west,0,0,
19417,19420,north,0,0,
19417,19416,east,0,0,
19417,19413,south,0,0,
19418,19415,south,0,0,
19418,19419,west,0,0,
19419,19421,north,1,0,door
19419,19418,east,0,0,
19419,19416,south,0,0,
19419,19420,west,0,0,
19420,19419,east,0,0,
19420,19417,south,0,0,
19421,19422,north,1,0,door
19421,19419,south,1,0,door
19422,19423,north,0,0,
19422,19421,south,1,0,door
19423,19424,north,0,0,
19423,19425,east,0,0,
19423,19422,south,0,0,
19423,19427,west,0,0,
19424,19423,south,0,0,
19425,19426,east,0,0,
19425,19423,west,0,0,
19426,19425,west,0,0,
19427,19423,east,0,0,
19427,19428,west,1,0,door
19428,19427,east,1,0,door
19429,19430,up,0,0,
19429,19404,down,0,0,
19430,19431,up,0,0,
19430,19429,down,0,0,
19431,19432,west,0,0,
19431,19433,up,0,0,
19431,19430,down,0,0,
19432,19431,east,0,0,
19433,19434,up,0,0,
19433,19431,down,0,0,
19434,19441,east,0,0,
19434,19435,up,0,0,
19434,19433,down,0,0,
19435,19436,up,0,0,
19435,19434,down,0,0,
19436,19437,up,0,0,
19436,19435,down,0,0,
19437,19438,up,0,0,
19437,19436,down,0,0,
19438,19439,up,0,0,
19438,19437,down,0,0,
19439,19440,up,0,0,
19439,19438,down,0,0,
19440,19443,north,0,0,
19440,19439,down,0,0,
19441,19442,north,0,0,
19441,19434,west,0,0,
19442,19441,south,0,0,
19443,19444,north,1,0,door doors
19443,19440,south,0,0,
19444,19445,north,1,0,door doors
19444,19443,south,1,0,door doors
19445,19449,north,0,0,
19445,19446,east,0,0,
19445,19444,south,1,0,door doors
19445,19447,west,0,0,
19446,19450,north,0,0,
19446,19445,west,0,0,
19447,19448,north,0,0,
19447,19445,east,0,0,
19448,19449,east,0,0,
19448,19447,south,0,0,
19449,19450,east,0,0,
19449,19445,south,0,0,
19449,19448,west,0,0,
19449,19451,up,0,0,
19450,19446,south,0,0,
19450,19449,west,0,0,
19451,19453,east,0,0,
19451,19455,south,0,0,
19451,19452,west,0,0,
19451,19449,down,0,0,
19452,19451,east,0,0,
19452,19454,south,0,0,
19453,19456,south,0,0,
19453,19451,west,0,0,
19454,19452,north,0,0,
19454,19455,east,0,0,
19454,19457,south,0,0,
19455,19451,north,0,0,
19455,19456,east,0,0,
19455,19458,south,0,0,
19455,19454,west,0,0,
19456,19453,north,0,0,
19456,19459,south,0,0,
19456,19455,west,0,0,
19457,19454,north,0,0,
19457,19458,east,0,0,
19458,19455,north,0,0,
19458,19459,east,0,0,
19458,19457,west,0,0,
19458,19460,up,0,0,
19459,19456,north,0,0,
19459,19458,west,0,0,
19460,19461,north,0,0,
19460,19458,down,0,0,
19461,19464,north,0,0,
19461,19463,east,0,0,
19461,19460,south,0,0,
19461,19462,west,0,0,
19462,19461,east,0,0,
19463,19461,west,0,0,
19464,19461,south,0,0,
12500,12501,north,0,0,
12500,12489,east,0,0,
12500,12499,south,0,0,
12500,12511,west,0,0,
12501,12502,north,0,0,
12501,12490,east,0,0,
12501,12500,south,0,0,
12501,12512,west,0,0,
12502,12503,north,0,0,
12502,12491,east,0,0,
12502,12501,south,0,0,
12502,12513,west,0,0,
12503,12504,north,0,0,
12503,12492,east,0,0,
12503,12502,south,0,0,
12503,12514,west,0,0,
12504,12505,north,0,0,
12504,12493,east,0,0,
12504,12503,south,0,0,
12504,12515,west,0,0,
12505,12506,north,0,0,
12505,12494,east,0,0,
12505,12504,south,0,0,
12505,12516,west,0,0,
12506,9242,north,0,0,
12506,12495,east,0,0,
12506,12505,south,0,0,
12506,12517,west,0,0,
12507,12508,north,0,0,
12507,12496,east,0,0,
12507,12640,south,0,0,
12507,12518,west,0,0,
12508,12509,north,0,0,
12508,12497,east,0,0,
12508,12507,south,0,0,
12508,12519,west,0,0,
12509,12510,north,0,0,
12509,12498,east,0,0,
12509,12508,south,0,0,
12509,12520,west,0,0,
12510,12511,north,0,0,
12510,12499,east,0,0,
12510,12509,south,0,0,
12510,12521,west,0,0,
12511,12512,north,0,0,
12511,12500,east,0,0,
12511,12510,south,0,0,
12511,12522,west,0,0,
12512,12513,north,0,0,
12512,12501,east,0,0,
12512,12511,south,0,0,
12512,12523,west,0,0,
12513,12514,north,0,0,
12513,12502,east,0,0,
12513,12512,south,0,0,
12513,12524,west,0,0,
12514,12515,north,0,0,
12514,12503,east,0,0,
12514,12513,south,0,0,
12514,12525,west,0,0,
12515,12516,north,0,0,
12515,12504,east,0,0,
12515,12514,south,0,0,
12515,12526,west,0,0,
12516,12517,north,0,0,
12516,12505,east,0,0,
12516,12515,south,0,0,
12516,12527,west,0,0,
12517,15553,north,0,0,
12517,12506,east,0,0,
12517,12516,south,0,0,
12517,15572,west,0,0,
12518,12519,north,0,0,
12518,12507,east,0,0,
12518,21431,south,0,0,
12518,12528,west,0,0,
12519,12520,north,0,0,
12519,12508,east,0,0,
12519,12518,south,0,0,
12519,12529,west,0,0,
12520,12521,north,0,0,
12520,12509,east,0,0,
12520,12519,south,0,0,
12520,12530,west,0,0,
12521,12522,north,0,0,
12521,12510,east,0,0,
12521,12520,south,0,0,
12521,12531,west,0,0,
12522,12523,north,0,0,
12522,12511,east,0,0,
12522,12521,south,0,0,
12522,12532,west,0,0,
12523,12524,north,0,0,
12523,12512,east,0,0,
12523,12522,south,0,0,
12523,12533,west,0,0,
12524,12525,north,0,0,
12524,12513,east,0,0,
12524,12523,south,0,0,
12524,12534,west,0,0,
12525,12526,north,0,0,
12525,12514,east,0,0,
12525,12524,south,0,0,
12525,12535,west,0,0,
12526,12527,north,0,0,
12526,12515,east,0,0,
12526,12525,south,0,0,
12526,12536,west,0,0,
12527,15572,north,0,0,
12527,12516,east,0,0,
12527,12526,south,0,0,
12528,12529,north,0,0,
12528,12518,east,0,0,
12528,21430,south,0,0,
12528,12538,west,0,0,
12529,12530,north,0,0,
12529,12519,east,0,0,
12529,12528,south,0,0,
12529,12539,west,0,0,
12530,12531,north,0,0,
12530,12520,east,0,0,
12530,12529,south,0,0,
12530,12540,west,0,0,
12531,12532,north,0,0,
12531,12521,east,0,0,
12531,12530,south,0,0,
12531,12541,west,0,0,
12532,12533,north,0,0,
12532,12522,east,0,0,
12532,12531,south,0,0,
12532,12542,west,0,0,
12533,12534,north,0,0,
12533,12523,east,0,0,
12533,12532,south,0,0,
12533,12543,west,0,0,
12534,12535,north,0,0,
12534,12524,east,0,0,
12534,12633,south,0,0,
12534,12544,west,0,0,
12535,12536,north,0,0,
12535,12525,east,0,0,
12535,12534,south,0,0,
12535,12545,west,0,0,
12536,12537,north,0,0,
12536,12526,east,0,0,
12536,12535,south,0,0,
12536,12546,west,0,0,
12537,15571,north,0,0,
12537,12527,east,0,0,
12537,12536,south,0,0,
12537,15586,west,0,0,
12538,12539,north,0,0,
12538,12528,east,0,0,
12538,21429,south,0,0,
12538,12547,west,0,0,
12539,12540,north,0,0,
12539,12529,east,0,0,
12539,12538,south,0,0,
12539,12548,west,0,0,
12540,12541,north,0,0,
12540,12530,east,0,0,
12540,12539,south,0,0,
12540,12549,west,0,0,
12541,12542,north,0,0,
12541,12531,east,0,0,
12541,12540,south,0,0,
12541,12550,west,0,0,
12542,12543,north,0,0,
12542,12532,east,0,0,
12542,12541,south,0,0,
12542,12551,west,0,0,
12543,12544,north,0,0,
12543,12533,east,0,0,
12543,12542,south,0,0,
12543,12552,west,0,0,
12544,12545,north,0,0,
12544,12534,east,0,0,
12544,12543,south,0,0,
12544,12553,west,0,0,
12545,12546,north,0,0,
12545,12535,east,0,0,
12545,12544,south,0,0,
12545,12554,west,0,0,
12546,15586,north,0,0,
12546,12536,east,0,0,
12546,12545,south,0,0,
12546,12555,west,0,0,
12547,12548,north,0,0,
12547,12538,east,0,0,
12547,21428,south,0,0,
12547,12556,west,0,0,
12548,12549,north,0,0,
12548,12539,east,0,0,
12548,12547,south,0,0,
12548,12557,west,0,0,
12549,12550,north,0,0,
12549,12540,east,0,0,
12549,12548,south,0,0,
12549,12558,west,0,0,
12550,12551,north,0,0,
12550,12541,east,0,0,
12550,12549,south,0,0,
12550,12559,west,0,0,
12551,12552,north,0,0,
12551,12542,east,0,0,
12551,12550,south,0,0,
12551,12560,west,0,0,
12552,12553,north,0,0,
12552,12543,east,0,0,
12552,12551,south,0,0,
12552,12561,west,0,0,
12553,12554,north,0,0,
12553,12544,east,0,0,
12553,12552,south,0,0,
12553,12562,west,0,0,
12554,12555,north,0,0,
12554,12545,east,0,0,
12554,12553,south,0,0,
12554,12563,west,0,0,
12555,15585,north,0,0,
12555,12546,east,0,0,
12555,12554,south,0,0,
12555,12564,west,0,0,
12556,12557,north,0,0,
12556,12547,east,0,0,
12556,21427,south,0,0,
12556,12566,west,0,0,
12557,12558,north,0,0,
12557,12548,east,0,0,
12557,12556,south,0,0,
12557,12567,west,0,0,
12558,12559,north,0,0,
12558,12549,east,0,0,
12558,12557,south,0,0,
12558,12568,west,0,0,
12559,12560,north,0,0,
12559,12550,east,0,0,
12559,12558,south,0,0,
12559,12569,west,0,0,
12560,12561,north,0,0,
12560,12551,east,0,0,
12560,12559,south,0,0,
12560,12570,west,0,0,
12561,12562,north,0,0,
12561,12552,east,0,0,
12561,12560,south,0,0,
12561,12571,west,0,0,
12562,12563,north,0,0,
12562,12553,east,0,0,
12562,12561,south,0,0,
12562,12572,west,0,0,
12563,12564,north,0,0,
12563,12554,east,0,0,
12563,12562,south,0,0,
12563,12573,west,0,0,
12564,12565,north,0,0,
12564,12555,east,0,0,
12564,12563,south,0,0,
12564,12574,west,0,0,
12565,15568,north,0,0,
12565,15585,east,0,0,
12565,12564,south,0,0,
12565,12575,west,0,0,
12566,12567,north,0,0,
12566,12556,east,0,0,
12566,21426,south,0,0,
12566,12576,west,0,0,
12567,12568,north,0,0,
12567,12557,east,0,0,
12567,12566,south,0,0,
12567,12577,west,0,0,
12568,12569,north,0,0,
12568,12558,east,0,0,
12568,12567,south,0,0,
12568,12578,west,0,0,
12569,12570,north,0,0,
12569,12559,east,0,0,
12569,12568,south,0,0,
12569,12579,west,0,0,
12570,12571,north,0,0,
12570,12560,east,0,0,
12570,12569,south,0,0,
12570,12580,west,0,0,
12571,12572,north,0,0,
12571,12561,east,0,0,
12571,12570,south,0,0,
12571,12581,west,0,0,
12572,12573,north,0,0,
12572,12562,east,0,0,
12572,12571,south,0,0,
12572,12582,west,0,0,
12573,12574,north,0,0,
12573,12563,east,0,0,
12573,12572,south,0,0,
12573,12583,west,0,0,
12574,12575,north,0,0,
12574,12564,east,0,0,
12574,12573,south,0,0,
12574,12584,west,0,0,
12575,15567,north,0,0,
12575,12565,east,0,0,
12575,12574,south,0,0,
12575,12585,west,0,0,
12576,12577,north,0,0,
12576,12566,east,0,0,
12576,21425,south,0,0,
12576,12586,west,0,0,
12577,12578,north,0,0,
12577,12567,east,0,0,
12577,12576,south,0,0,
12577,12587,west,0,0,
12578,12579,north,0,0,
12578,12568,east,0,0,
12578,12577,south,0,0,
12578,12588,west,0,0,
12579,12580,north,0,0,
12579,12569,east,0,0,
12579,12578,south,0,0,
12579,12589,west,0,0,
12580,12581,north,0,0,
12580,12570,east,0,0,
12580,12579,south,0,0,
12580,12590,west,0,0,
12581,12582,north,0,0,
12581,12571,east,0,0,
12581,12580,south,0,0,
12581,12591,west,0,0,
12582,12583,north,0,0,
12582,12572,east,0,0,
12582,12581,south,0,0,
12582,12592,west,0,0,
12583,12584,north,0,0,
12583,12573,east,0,0,
12583,12582,south,0,0,
12583,12593,west,0,0,
12584,12585,north,0,0,
12584,12574,east,0,0,
12584,12583,south,0,0,
12584,12594,west,0,0,
12585,15566,north,0,0,
12585,12575,east,0,0,
12585,12584,south,0,0,
12585,15584,west,0,0,
12586,12587,north,0,0,
12586,12576,east,0,0,
12586,21424,south,0,0,
12586,12595,west,0,0,
12587,12588,north,0,0,
12587,12577,east,0,0,
12587,12586,south,0,0,
12587,12596,west,0,0,
12588,12589,north,0,0,
12588,12578,east,0,0,
12588,12587,south,0,0,
12588,12597,west,0,0,
12589,12590,north,0,0,
12589,12579,east,0,0,
12589,12588,south,0,0,
12589,12598,west,0,0,
12590,12591,north,0,0,
12590,12580,east,0,0,
12590,12589,south,0,0,
12590,12599,west,0,0,
12591,12592,north,0,0,
12591,12581,east,0,0,
12591,12590,south,0,0,
12591,12600,west,0,0,
12592,12593,north,0,0,
12592,12582,east,0,0,
12592,12591,south,0,0,
12592,12601,west,0,0,
12593,12594,north,0,0,
12593,12583,east,0,0,
12593,12592,south,0,0,
12593,12602,west,0,0,
12594,15584,north,0,0,
12594,12584,east,0,0,
12594,12593,south,0,0,
12594,12603,west,0,0,
12595,12596,north,0,0,
12595,12586,east,0,0,
12595,21423,south,0,0,
12595,12604,west,0,0,
12596,12597,north,0,0,
12596,12587,east,0,0,
12596,12595,south,0,0,
12596,12605,west,0,0,
12597,12598,north,0,0,
12597,12588,east,0,0,
12597,12596,south,0,0,
12597,12606,west,0,0,
12598,12599,north,0,0,
12598,12589,east,0,0,
12598,12597,south,0,0,
12598,12607,west,0,0,
12599,12600,north,0,0,
12599,12590,east,0,0,
12599,12598,south,0,0,
12599,12608,west,0,0,
14001,14002,south,0,0,
14002,14001,north,0,0,
14003,14004,north,0,0,
14003,14001,east,0,0,
14004,14003,south,0,0,
15100,15101,down,0,0,
15101,15102,east,0,-1,
15101,15105,south,0,-1,
15102,15106,south,0,-1,
15102,15101,west,0,-1,
15103,14150,north,0,0,
15103,15104,east,0,-1,
15103,15110,south,0,-1,
15104,15105,east,0,-1,
15104,15111,south,0,-1,
15104,15103,west,0,-1,
15105,15101,north,0,-1,
15105,15106,east,0,-1,
15105,15112,south,0,-1,
15105,15104,west,0,-1,
15106,15102,north,0,-1,
15106,15107,east,0,-1,
15106,15113,south,0,-1,
15106,15105,west,0,-1,
15107,15108,east,0,-1,
15107,15114,south,0,-1,
15107,15106,west,0,-1,
15108,19689,north,0,0,
15108,15115,south,0,-1,
15108,15107,west,0,-1,
15109,15110,east,0,-1,
15109,15119,south,0,-1,
15110,15103,north,0,-1,
15110,15111,east,0,-1,
15110,15120,south,0,-1,
15110,15109,west,0,-1,
15111,15104,north,0,-1,
15111,15112,east,0,-1,
15111,15121,south,0,-1,
15111,15110,west,0,-1,
15112,15105,north,0,-1,
15112,15113,east,0,-1,
15112,15122,south,0,-1,
15112,15111,west,0,-1,
15113,15106,north,0,-1,
15113,15114,east,0,-1,
15113,15123,south,0,-1,
15113,15112,west,0,-1,
15114,15107,north,0,-1,
15114,15115,east,0,-1,
15114,15124,south,0,-1,
15114,15113,west,0,-1,
15115,15108,north,0,-1,
15115,15116,east,0,-1,
15115,15125,south,0,-1,
15115,15114,west,0,-1,
15116,15117,east,0,-1,
15116,15126,south,0,-1,
15116,15115,west,0,-1,
15117,15127,south,0,-1,
15117,15116,west,0,-1,
15118,15119,east,0,-1,
15118,15130,south,0,-1,
15119,15109,north,0,-1,
15119,15120,east,0,-1,
15119,15131,south,0,-1,
15119,15118,west,0,-1,
15120,15110,north,0,-1,
15120,15121,east,0,-1,
15120,15132,south,0,-1,
15120,15119,west,0,-1,
15121,15111,north,0,-1,
15121,15122,east,0,-1,
15121,15133,south,0,-1,
15121,15120,west,0,-1,
15122,15112,north,0,-1,
15122,15123,east,0,-1,
15122,15134,south,0,-1,
15122,15121,west,0,-1,
15123,15113,north,0,-1,
15123,15124,east,0,-1,
15123,15135,south,0,-1,
15123,15122,west,0,-1,
15124,15114,north,0,-1,
15124,15125,east,0,-1,
15124,15136,south,0,-1,
15124,15123,west,0,-1,
15125,15115,north,0,-1,
15125,15126,east,0,-1,
15125,15137,south,0,-1,
15125,15124,west,0,-1,
15126,15116,north,0,-1,
15126,15127,east,0,-1,
15126,15138,south,0,-1,
15126,15125,west,0,-1,
15127,15117,north,0,-1,
15127,15128,east,0,-1,
15127,15139,south,0,-1,
15127,15126,west,0,-1,
15128,15534,east,0,0,
15128,15140,south,0,-1,
15128,15127,west,0,-1,
15129,15130,east,0,-1,
15129,15143,south,0,-1,
15130,15118,north,0,-1,
15130,15131,east,0,-1,
15130,15144,south,0,-1,
15130,15129,west,0,-1,
15131,15119,north,0,-1,
15131,15132,east,0,-1,
15131,15145,south,0,-1,
15131,15130,west,0,-1,
15132,15120,north,0,-1,
15132,15133,east,0,-1,
15132,15146,south,0,-1,
15132,15131,west,0,-1,
15133,15121,north,0,-1,
15133,15134,east,0,-1,
15133,15147,south,0,-1,
15133,15132,west,0,-1,
15134,15122,north,0,-1,
15134,15135,east,0,-1,
15134,15148,south,0,-1,
15134,15133,west,0,-1,
15135,15123,north,0,-1,
15135,15136,east,0,-1,
15135,15149,south,0,-1,
15135,15134,west,0,-1,
15136,15124,north,0,-1,
15136,15137,east,0,-1,
15136,15150,south,0,-1,
15136,15135,west,0,-1,
15137,15125,north,0,-1,
15137,15138,east,0,-1,
15137,15151,south,0,-1,
15137,15136,west,0,-1,
15138,15126,north,0,-1,
15138,15139,east,0,-1,
15138,15152,south,0,-1,
15138,15137,west,0,-1,
15139,15127,north,0,-1,
15139,15140,east,0,-1,
15139,15153,south,0,-1,
15139,15138,west,0,-1,
15140,15128,north,0,-1,
15140,15554,east,0,0,
15140,15154,south,0,-1,
15140,15139,west,0,-1,
15141,15142,east,0,-1,
15141,15157,south,0,-1,
15142,15143,east,0,-1,
15142,15158,south,0,-1,
15142,15141,west,0,-1,
15143,15129,north,0,-1,
15143,15144,east,0,-1,
15143,15159,south,0,-1,
15143,15142,west,0,-1,
15144,15130,north,0,-1,
15144,15145,east,0,-1,
15144,15160,south,0,-1,
15144,15143,west,0,-1,
15145,15131,north,0,-1,
15145,15146,east,0,-1,
15145,15161,south,0,-1,
15145,15144,west,0,-1,
15146,15132,north,0,-1,
15146,15147,east,0,-1,
15146,15162,south,0,-1,
15146,15145,west,0,-1,
15147,15133,north,0,-1,
15147,15148,east,0,-1,
15147,15163,south,0,-1,
15147,15146,west,0,-1,
15148,15134,north,0,-1,
15148,15149,east,0,-1,
15148,15164,south,0,-1,
15148,15147,west,0,-1,
15149,15135,north,0,-1,
15149,15150,east,0,-1,
15149,15165,south,0,-1,
15149,15148,west,0,-1,
15150,15136,north,0,-1,
15150,15151,east,0,-1,
15150,15166,south,0,-1,
15150,15149,west,0,-1,
15151,15137,north,0,-1,
15151,15152,east,0,-1,
15151,15167,south,0,-1,
15151,15150,west,0,-1,
15152,15138,north,0,-1,
15152,15153,east,0,-1,
15152,15168,south,0,-1,
15152,15151,west,0,-1,
15153,15139,north,0,-1,
15153,15154,east,0,-1,
15153,15169,south,0,-1,
15153,15152,west,0,-1,
15154,15140,north,0,-1,
15154,15573,east,0,0,
15154,15170,south,0,-1,
15154,15153,west,0,-1,
15155,15156,east,0,-1,
15155,15174,south,0,-1,
15155,14492,west,0,0,
15156,15157,east,0,-1,
15156,15175,south,0,-1,
15156,15155,west,0,-1,
15157,15141,north,0,-1,
15157,15158,east,0,-1,
15157,15176,south,0,-1,
15157,15156,west,0,-1,
15158,15142,north,0,-1,
15158,15159,east,0,-1,
15158,15177,south,0,-1,
15158,15157,west,0,-1,
15159,15143,north,0,-1,
15159,15160,east,0,-1,
15159,15178,south,0,-1,
15159,15158,west,0,-1,
15160,15144,north,0,-1,
15160,15161,east,0,-1,
15160,15179,south,0,-1,
15160,15159,west,0,-1,
15161,15145,north,0,-1,
15161,15162,east,0,-1,
15161,15180,south,0,-1,
15161,15160,west,0,-1,
15162,15146,north,0,-1,
15162,15163,east,0,-1,
15162,15181,south,0,-1,
15162,15161,west,0,-1,
15163,15147,north,0,-1,
15163,15164,east,0,-1,
15163,15182,south,0,-1,
15163,15162,west,0,-1,
15164,15148,north,0,-1,
15164,15165,east,0,-1,
15164,15183,south,0,-1,
15164,15163,west,0,-1,
15165,15149,north,0,-1,
15165,15166,east,0,-1,
15165,15184,south,0,-1,
